,Eg (eV),Comp
5102,0.0,Er5Bi3
5103,0.0,ScCrO4
5104,0.0,Dy3MnB7
5105,0.0,Li3Ni3(PO4)4
5106,0.0,Re2PbO6
5107,0.0,Gd6Ta4Al43
5108,0.0,Tb3FeB7
5109,0.0,Ce3Al
5110,0.0,CaCdPd2
5111,0.0,VB2
5112,0.0,CeIr5
5113,0.0,EuAs2Pd2
5114,0.0,Sc2GaAg
5115,0.0,Zn3Cu10(TeO6)6
5116,0.0,Nd2Ge5Rh3
5117,0.0,PmMgCd2
5118,0.0,UPt3
5119,0.0,Zr6Sb2Pt
5120,0.0,YCr2Si2
5121,0.0,Y3Si3Pd2
5122,0.0,CeCu2Sb2
5123,0.0,Sm2Cu4Sn5
5124,0.0,Ti3SnC2
5125,0.0,CuPtO2
5126,0.0,B4W
5127,0.0,ZrAu4
5128,0.0,EuLi2Sn
5129,0.0,MnTePd
5130,0.0,LiLu2Pd
5131,0.0,CaB2Ir2
5132,0.0,Y3Tm
5133,0.0,ErSi2Pd2
5134,0.0,CeSi2Ni2
5135,0.0,LaSi
5136,0.0,Dy6FeTe2
5137,0.0,In3Au10
5138,0.0,Ho2Ge5Rh3
5139,0.0,TmSiCu
5140,0.0,Sr2GaCo2O7
5141,0.0,YBi
5142,0.0,CeAl2Zn2
5143,0.0,CeMgZn2
5144,0.0,Li4Cr3NiO8
5145,0.0,BeSiOs2
5146,0.0,BiO
5147,0.0,GdO2
5148,0.0,Ce2Sb3Pd9
5149,0.0,ErB2Ru3
5150,0.0,YTiO3
5151,0.0,TmCdAg2
5152,0.0,Ce4FeSe6O
5153,0.0,ThHg2
5154,0.0,TbGa3
5155,0.0,V3Cu
5156,0.0,NaCuO
5157,0.0,SnRh
5158,0.0,Er3SnC
5159,0.0,NbCrW
5160,0.0,TmSi2Os2
5161,0.0,NbRu2Cl
5162,0.0,CaIn4Ir
5163,0.0,HfPt
5164,0.0,BTe2As
5165,0.0,MnFeAs
5166,0.0,TbMn6Ge6
5167,0.0,SrLaMn2O6
5168,0.0,Ce6B2(CBr)3
5169,0.0,Be2W
5170,0.0,YIn2Ni
5171,0.0,RbGe3
5172,0.0,Tm2IrPd
5173,0.0,RbWO3
5174,0.0,PmSbRh2
5175,0.0,LuNiBC
5176,0.0,RuCl3
5177,0.0,Ti2RuOs
5178,0.0,Li4Fe9O18
5179,0.0,SrPb3
5180,0.0,Li2U(MoO5)2
5181,0.0,LiSiRh2
5182,0.0,GdSi2Ru2
5183,0.0,ZrSbRu
5184,0.0,DyZnGa
5185,0.0,SmCo3B2
5186,0.0,Tb2C3
5187,0.0,CaPrZn2
5188,0.0,Pr6Fe13Si
5189,0.0,Hg3Sb
5190,0.0,TeMoSe
5191,0.0,HoB2C2
5192,0.0,LaP2Ru2
5193,0.0,Nb17Ir3S40
5194,0.0,CaOsO3
5195,0.0,TlNi
5196,0.0,GaSiRu2
5197,0.0,LuIr2
5198,0.0,UAu2
5199,0.0,Ti2B
5200,0.0,V2RuOs
5201,0.0,Nd3Zr
5202,0.0,Hf2Si
5203,0.0,Li14Ti21O48
5204,0.0,Li4WO5
5205,0.0,ThAl10Fe2
5206,0.0,TbInIr
5207,0.0,DySiIr
5208,0.0,ReCl4
5209,0.0,Ce3SiPt5
5210,0.0,NiAgO2
5211,0.0,CaTi4S8
5212,0.0,PrErMg2
5213,0.0,SrCo2P2
5214,0.0,K11Mn4O16
5215,0.0,MgCuSb
5216,0.0,Li3FeS3
5217,0.0,Ba3ErRu2O9
5218,0.0,Cu4W(SCl)4
5219,0.0,Lu2MgHg
5220,0.0,Sr2CoReO6
5221,0.0,HfOs2
5222,0.0,CrMo2S4
5223,0.0,LiCo7O7F
5224,0.0,SmMgHg2
5225,0.0,ErCuPb
5226,0.0,Y2Ge2O7
5227,0.0,Sc2P3O12
5228,0.0,BaDy2CuO5
5229,0.0,Li2Sn5
5230,0.0,Li5Mn2Cu5O12
5231,0.0,GaAs2W
5232,0.0,Fe4Si2Sn7O16
5233,0.0,Lu3Ga
5234,0.0,Zr2Te
5235,0.0,TiFe2As
5236,0.0,V2O3F3
5237,0.0,V2NO
5238,0.0,Ba2YReO6
5239,0.0,Ce5Si3N9
5240,0.0,Fe2Cu(PO4)3
5241,0.0,BeTcSe
5242,0.0,V2Si2O7
5243,0.0,Ca2NiIrO6
5244,0.0,Ti2AlV
5245,0.0,CeAlSi2
5246,0.0,Re2RuBr
5247,0.0,CaGe2
5248,0.0,Ta6Be15Cu8
5249,0.0,Tb5Ti5O17
5250,0.0,Tm2TcCu
5251,0.0,MgSnRh2
5252,0.0,Zr2Co21B6
5253,0.0,SmNiC2
5254,0.0,V8O
5255,0.0,WCl3
5256,0.0,Sm2Mo2O7
5258,0.0,DyAg
5259,0.0,Ti9O10
5260,0.0,Li2MgSn
5261,0.0,LiHoO3
5262,0.0,LiCa2In
5264,0.0,Mn2CoGe
5265,0.0,TbCo2Ge2
5266,0.0,ThSi
5267,0.0,CoCu2Sn
5268,0.0,Tb3Rb2AlF16
5269,0.0,CeMgAg2
5270,0.0,NaCdSb
5271,0.0,Li3Cu2O4
5272,0.0,TmMn6Ge6
5273,0.0,YbB2Rh3
5274,0.0,Rb2NaNiF6
5275,0.0,NdCu3(RuO3)4
5276,0.0,Dy2AlCo2
5277,0.0,Cr4As3
5278,0.0,AsAu3
5279,0.0,Lu3InN
5280,0.0,BaAl2
5281,0.0,ErCu
5282,0.0,Fe3N
5283,0.0,Sr3Li4La5O12
5284,0.0,EuSnAu2
5285,0.0,VSb
5286,0.0,LiMgSnPd
5287,0.0,Fe2S
5288,0.0,Ho3P
5289,0.0,PmMgAu2
5290,0.0,SbPt3
5291,0.0,NaTa3
5292,0.0,Cd2AgRh
5293,0.0,Pr2CdSn
5294,0.0,Li3Mn2(CoO4)2
5295,0.0,CeHg
5296,0.0,LaCd2
5297,0.0,SmTmZn2
5298,0.0,ThAl3
5299,0.0,SnP3O9
5300,0.0,HfV2H4
5301,0.0,Cr4Cu3Te8
5302,0.0,Li6Fe3Co7O20
5303,0.0,ZrTiF6
5304,0.0,Ba7Ru4Br2O15
5305,0.0,HfCo3B2
5306,0.0,EuRbO2
5307,0.0,CeAsPd
5308,0.0,ScSbRu2
5309,0.0,Sr2YReO6
5310,0.0,EuCuSeF
5311,0.0,Al21Pt8
5312,0.0,YbBa2(CuO2)4
5313,0.0,EuKS2
5314,0.0,Ba5In4Bi5
5315,0.0,Cu7Hg6
5316,0.0,CsSn3
5317,0.0,Ta2N
5318,0.0,LiHg2Pd
5319,0.0,PmHgAu2
5320,0.0,Mn5O3F5
5321,0.0,Zr4AlNi2
5322,0.0,TaW3
5323,0.0,SmHg3
5324,0.0,Sr8Al7
5325,0.0,Hf5Pb
5326,0.0,CeB2C2
5327,0.0,SrTlHg2
5328,0.0,Ti3Pt5
5329,0.0,Cd13I28
5330,0.0,Mn2AlO4
5331,0.0,CaAl8Co2
5332,0.0,UVC2
5333,0.0,ScV2Ga4
5334,0.0,Ho2Pd2Pb
5335,0.0,AuBrO2
5336,0.0,Pr2HgPb
5337,0.0,ZrGe2
5338,0.0,Sr7Bi23O40
5339,0.0,YbAl2Si2
5340,0.0,Tm2ZnAg
5341,0.0,SrGa2Au2
5342,0.0,ThRh2
5343,0.0,Sr3Al2Sn2
5344,0.0,CdAuO2
5345,0.0,Li3Mn(NiO3)2
5346,0.0,VIr
5347,0.0,Cr3N2
5348,0.0,TbHg2
5349,0.0,MgMnO3
5350,0.0,Y4AsSe3
5351,0.0,Li2TiMn3O8
5352,0.0,LiTi11O20
5353,0.0,Li2CrCuO4
5354,0.0,UGaNi
5355,0.0,Sm4Al23Ni6
5356,0.0,TmScHg2
5357,0.0,Li2Ni5(PO4)4
5358,0.0,Tb3La
5359,0.0,Sr3Sb2
5360,0.0,KMo6S7
5361,0.0,Th3B2C3
5362,0.0,TaBe2
5363,0.0,Ti2Be17
5364,0.0,Tm2AlOs
5365,0.0,HfB4Ir3
5366,0.0,Dy3InC
5367,0.0,BaTi4O7
5369,0.0,La2Ge5Ir3
5370,0.0,V6AgO15
5371,0.0,Li3Fe2SbO6
5372,0.0,Pr2Co12P7
5373,0.0,Hf4Co4Si7
5374,0.0,Cr2CuTe4
5375,0.0,PrCo4B
5376,0.0,SmSi2Ag2
5377,0.0,YbLiF4
5378,0.0,UCu2P2
5379,0.0,ScBIr3
5380,0.0,Ho3GaC
5381,0.0,Mn2Tl2O7
5382,0.0,YbTlSe2
5383,0.0,Rb28Mg9In51
5384,0.0,Sr2MgIrO6
5385,0.0,ScPPt
5386,0.0,Mg23Al30
5387,0.0,AlCu3
5388,0.0,Y2CuO4
5389,0.0,Sc3Mn2Ga6
5390,0.0,HoNi2B2
5391,0.0,MgSn4O8
5392,0.0,YMgCu4
5393,0.0,Bi2B3O9
5394,0.0,SrMnGe
5395,0.0,SmErMg2
5396,0.0,Li3Mn3NiO8
5397,0.0,In2Co
5398,0.0,LiBePt2
5399,0.0,PrAgAs2
5400,0.0,La2Fe2I
5401,0.0,Lu3BC3
5402,0.0,Cu9Se4(Cl3O7)2
5403,0.0,TiSe
5404,0.0,Nd5Ge3
5405,0.0,Pt3PbC
5406,0.0,Ba2SmCu3O7
5407,0.0,Li3Cr3(CuO6)2
5408,0.0,Nb3Os
5409,0.0,RePO5
5410,0.0,ScGa2
5411,0.0,LuScZn2
5412,0.0,Nd4Mg3Co2
5413,0.0,CeHSe
5414,0.0,U2Co21B6
5415,0.0,U2MnN3
5416,0.0,NdRh
5417,0.0,Li6Fe9CoO20
5418,0.0,HfTiF6
5419,0.0,YWO3
5420,0.0,Sc11Al2Ge8
5421,0.0,CsGa7
5422,0.0,TiAuCl
5423,0.0,Li13Ti22O48
5424,0.0,ThFe2Ge2
5425,0.0,Sr8Co8O23
5426,0.0,Sr3Co2S2O5
5427,0.0,YAs
5428,0.0,Tm2ZnHg
5429,0.0,Dy2C
5430,0.0,HfB
5431,0.0,DyZrRu2
5432,0.0,Pt3Pb
5433,0.0,Mg2Ga
5434,0.0,ZnAgF5
5435,0.0,LiCoS2
5436,0.0,Ca11Bi10
5437,0.0,Ce9SmO20
5438,0.0,Y2ReB6
5439,0.0,Ca4Al3O10
5440,0.0,Li3V4NiO12
5441,0.0,Zr7P4
5442,0.0,LaPd3S4
5443,0.0,LiTi3O6
5444,0.0,YSn3
5445,0.0,MnNi
5446,0.0,Th2Fe7
5447,0.0,Mn3O2F6
5448,0.0,Tl3Pb
5449,0.0,ErBPd3
5450,0.0,Nd2Fe14B
5451,0.0,DyMn2
5452,0.0,Mn7O7F
5453,0.0,Y4CuTe8
5454,0.0,AsSeBr
5455,0.0,SrIn4Pt
5456,0.0,Mg2Cu
5457,0.0,NdP2Ru2
5458,0.0,Y2Mo2O7
5459,0.0,Li9Fe3(WO4)7
5460,0.0,LiHfPd2
5461,0.0,EuNaO2
5462,0.0,YTmCu2
5463,0.0,BeAlB
5464,0.0,HgRhO3
5465,0.0,CoW2O8
5466,0.0,In3Pd5
5467,0.0,Ca3SbN
5468,0.0,EuCo8P5
5469,0.0,NaCd2Au
5470,0.0,RbSbO3
5471,0.0,CaSi2Pd2
5472,0.0,CsMo3O9
5473,0.0,Hf3Zn3N
5474,0.0,ErNi4B
5475,0.0,PrMgAg2
5476,0.0,CeSiIr
5477,0.0,Ce3In3Ru2
5478,0.0,CsUCuS3
5479,0.0,Hf5Sb9
5480,0.0,CeNbO4
5481,0.0,TmNi2Ge2
5482,0.0,LiAl2Rh
5483,0.0,LiCaO3
5484,0.0,Ni4Bi9O18
5485,0.0,Mg2TiIrO6
5486,0.0,Al2CrS4
5487,0.0,Ba2CaReO6
5488,0.0,TbZn2
5489,0.0,PrMgGa
5490,0.0,TbZrSb
5491,0.0,TmTl
5492,0.0,RbUAgS3
5493,0.0,SrIn8Rh2
5494,0.0,Li8TiNi7O16
5495,0.0,DySnRu2
5496,0.0,CaPd3C
5497,0.0,Ti2ReRh
5498,0.0,EuCd11
5499,0.0,Li3Fe(CoO2)4
5500,0.0,LiCa2Ge3
5501,0.0,Pr7Mn8O24
5502,0.0,Zr5Sn3
5503,0.0,Li8BiS6
5504,0.0,Tb3ReO7
5505,0.0,Zr4Co4Ge7
5506,0.0,ZrCrSi2
5507,0.0,MnSnRu2
5508,0.0,SiAu3
5509,0.0,Ba2DyCu3O7
5510,0.0,ScIr
5511,0.0,SrRu2O6
5512,0.0,ThMn4(CuO4)3
5513,0.0,HoSi2Ru2
5514,0.0,Li5Co2Ni3O10
5515,0.0,PrGe5
5516,0.0,Na3Mn2(GeO4)3
5517,0.0,Cu2Sb
5518,0.0,SmSi2Ni2
5519,0.0,TlW3O9
5520,0.0,NbHg3F6
5521,0.0,Cs2CrCl4
5522,0.0,YbPmPt2
5523,0.0,Na2Cl
5524,0.0,Li2DyIn
5525,0.0,Hf2OsPd
5526,0.0,Mn2Cu(PO4)3
5527,0.0,EuAgSb
5528,0.0,LiInSn
5529,0.0,Mg2SiPt
5530,0.0,TmSnRu2
5531,0.0,BaSn4O8
5532,0.0,CoN
5533,0.0,Hf5Sb3
5534,0.0,Er4NiB13
5535,0.0,NdBi
5536,0.0,U3Nb
5537,0.0,SmCo2Si2
5538,0.0,UCo4Sn
5539,0.0,ZnGaRh2
5540,0.0,Li17Nb20O60
5541,0.0,Mg2TcO4
5542,0.0,PrSmO2
5543,0.0,Sc2MnC
5544,0.0,BaPd2O4
5545,0.0,Mg3Ga7Co2
5546,0.0,Ba5Sb3
5547,0.0,CrNi3
5548,0.0,Lu7Te2Pd2
5549,0.0,ZnCu2O4
5550,0.0,LaH2
5551,0.0,Te2W2SeS
5552,0.0,Ce3AlC
5553,0.0,Nd2BC
5554,0.0,Li6Mn5CoO12
5555,0.0,MnGaPt
5556,0.0,Ba14Na8CaN6
5557,0.0,ErAlGe
5558,0.0,Na11Ti20O40
5559,0.0,MgAgAs
5560,0.0,Tb6PbSe10
5561,0.0,CeLu3
5562,0.0,Ta2Nb3O12
5563,0.0,GdPbAu
5564,0.0,KHg
5565,0.0,Sc5NCl8
5566,0.0,TbBRh3
5567,0.0,Lu5Si10Ir4
5568,0.0,EuCd2Sb2
5569,0.0,NdMgNi4
5570,0.0,V3CuO8
5571,0.0,InMo3Se3
5572,0.0,CaInPt
5573,0.0,Cr2HO4
5574,0.0,Li5La3Nb14O42
5575,0.0,HoCu2O4
5576,0.0,FeCoAs
5577,0.0,HfAs2
5578,0.0,LiHf2Ir
5579,0.0,Yb16S29
5580,0.0,Nb3VS6
5581,0.0,CaAl2Zn2
5582,0.0,NdErZn2
5583,0.0,Gd2Zn17
5584,0.0,HoInPt
5585,0.0,TiCoGe
5586,0.0,CeCoGeH
5587,0.0,YMgAl
5588,0.0,LiTmSn
5589,0.0,Ti2RePd
5590,0.0,Na8NbO6
5591,0.0,Si2NiP3
5592,0.0,LiNi2(PO4)3
5593,0.0,Sc3PbC
5594,0.0,CeCd2Ag
5595,0.0,Hf2Tl
5596,0.0,Na10Ga6Sn3
5597,0.0,YCoO3
5598,0.0,Ta3B4
5599,0.0,LiTm2Rh
5600,0.0,CeGaO3
5601,0.0,PmMgRh2
5602,0.0,YCdPt2
5603,0.0,LaIn5Ir
5604,0.0,Sr2Co2O5
5605,0.0,KTa3CuO9
5606,0.0,SrRhF6
5607,0.0,Al2Cr2O7
5608,0.0,EuGe3Pt
5609,0.0,NdO2
5610,0.0,CrIrO6
5611,0.0,YRe4Si2
5612,0.0,Pr3Cd
5613,0.0,NdPt
5614,0.0,TmLuPd2
5615,0.0,Ti2NiSe4
5616,0.0,LaReB
5617,0.0,Cr3P
5618,0.0,Pd3Pb2S2
5619,0.0,Mn3PtN
5620,0.0,Cs3V2Cl9
5621,0.0,Ce3Pd5
5622,0.0,TmThRu2
5623,0.0,NdAl8Co2
5624,0.0,Li7Ti16O32
5625,0.0,YbSiCu
5626,0.0,Tb2SbO2
5627,0.0,Li2Co4O7F
5628,0.0,LiHoAu2
5629,0.0,BeGaO3
5630,0.0,NiCO4
5631,0.0,Dy4Sb3
5632,0.0,NaFe2O3
5633,0.0,Lu2AgAu
5634,0.0,Co2O3
5635,0.0,HfAsRh
5636,0.0,Zr5Al3
5637,0.0,Li4Mn5NbO12
5638,0.0,Si4Cu15
5639,0.0,Sm2TlHg
5640,0.0,PrBi2O6
5641,0.0,NdTlAg2
5642,0.0,Zr6Al2Ni
5643,0.0,Lu2Fe2Si2C
5644,0.0,Ca2TlCd
5645,0.0,VCo
5646,0.0,CsVP2S7
5647,0.0,Li2InAg
5648,0.0,Rb2SCl6F
5649,0.0,LiNi4O8
5650,0.0,CeP2Pt4
5651,0.0,YbCdHg2
5652,0.0,MnGeRh2
5653,0.0,HgOsPb2
5654,0.0,CeSi2Pd2
5655,0.0,Sc2CuRu
5656,0.0,Sr5Cd2Sb5F
5657,0.0,Li4Fe7(OF7)2
5658,0.0,SmB2Os2
5659,0.0,Cr2P3O11
5660,0.0,Ho4C7
5661,0.0,Ce2Cu(NO)2
5662,0.0,La20Cu9O40
5663,0.0,KUCuSe3
5664,0.0,BaIn2Ir
5665,0.0,PmLi2Al
5666,0.0,Gd3Al7Ag2
5667,0.0,Li3Cr(NiO2)4
5668,0.0,InAu3
5669,0.0,Yb3Sn13Rh4
5670,0.0,CoGe
5671,0.0,ErRe2O8
5672,0.0,Gd2Zn6Ge3
5673,0.0,ErLu3
5674,0.0,SrSnP
5675,0.0,CsRbP
5676,0.0,Tb3Ni13B2
5677,0.0,Ta2MoOs
5678,0.0,Rb2Na2IrO4
5679,0.0,SrIn2Rh
5680,0.0,CeAlO3
5681,0.0,SnPt3C
5682,0.0,NdNiC2
5683,0.0,YNi2P2
5684,0.0,PmLi2Ge
5685,0.0,Zr2Ni12P7
5686,0.0,ErCr2Si2
5687,0.0,La4Co3O10
5688,0.0,Sr3ScNiO6
5689,0.0,Ni3SnN
5690,0.0,ScZnPt2
5691,0.0,Li3Mn4O8
5692,0.0,EuClO
5693,0.0,Mn2VSi
5694,0.0,Eu2TeO2
5695,0.0,Sb4Pb4S11
5696,0.0,In3Sb
5697,0.0,LiCu5P3O13
5698,0.0,Y3Fe29
5699,0.0,VIr3
5700,0.0,MgSi7Ir3
5701,0.0,CeAsSe
5702,0.0,Li4Mn5Nb3O16
5703,0.0,Cr2NiS4
5704,0.0,Ca5Sb3
5705,0.0,GaTc2W
5706,0.0,Cr2CuS4
5707,0.0,Nd3In
5708,0.0,LiMn(PO4)2
5709,0.0,CeSi2Ni
5710,0.0,VPt2
5711,0.0,LaCdAg2
5712,0.0,EuScO3
5713,0.0,GdNiO3
5714,0.0,Cu18S11
5715,0.0,Li4MgNi3O8
5716,0.0,SmAs2Au
5717,0.0,YFe2Si2
5718,0.0,Ba3YIr2O9
5719,0.0,YbCuGe
5720,0.0,YbDyPd2
5721,0.0,DyB2Rh2C
5722,0.0,Zr3Si6Cu4
5723,0.0,MnSb3(PO4)6
5724,0.0,Ca2ZnRh
5725,0.0,Gd3Co11B4
5726,0.0,SmAlCu
5727,0.0,ErSnAu
5728,0.0,Li5Fe6(BO3)6
5729,0.0,Li4Fe2Cu3O10
5730,0.0,BRh2
5731,0.0,ScBPd3
5732,0.0,CrFeP
5733,0.0,ScAg
5734,0.0,Hf5Sn3
5735,0.0,MgCr
5736,0.0,SmCu2O4
5737,0.0,Sr5Sn3
5738,0.0,Rb3Cu8S6
5739,0.0,Ca3PbN
5740,0.0,AlCu7O12
5741,0.0,Co3Se4
5742,0.0,CeMgNi4
5743,0.0,NaC
5744,0.0,LiErAu2
5745,0.0,Sc3C4
5746,0.0,TiFe2
5747,0.0,Ce2ZnNi2
5748,0.0,Li6FeNi9O20
5750,0.0,MnNiP
5751,0.0,NbSiIr
5752,0.0,NdGa2Ni
5753,0.0,TbMn5Ge3
5754,0.0,CsGdO3
5755,0.0,Ce3B2(ClO2)3
5756,0.0,ThFe2Si2
5757,0.0,KLi(WO3)3
5758,0.0,ZrInCu2
5759,0.0,GdZn
5760,0.0,Zn3Cd
5761,0.0,Dy3Ga
5762,0.0,MgCo2S4
5763,0.0,CeSiOs
5764,0.0,Li3Co3SbO8
5765,0.0,Na9W16O48
5766,0.0,Co7Mo6
5767,0.0,TcB
5768,0.0,Mg3Ni20P6
5769,0.0,Li2GaPd
5770,0.0,H2Se
5771,0.0,Li4V5Cu3O16
5772,0.0,CeMn2Ge2
5773,0.0,EuZn2Si2
5774,0.0,Sc7CI12
5775,0.0,NdTiGe
5776,0.0,V3H4O8
5777,0.0,SmNi2Sn2
5778,0.0,MgMnRh2
5779,0.0,Ca2Co9O13
5780,0.0,CaAgF5
5781,0.0,Mn3PdN
5782,0.0,Si2Pd9
5783,0.0,Pr27Se40
5784,0.0,Tb10B7C10
5785,0.0,TbRh2
5786,0.0,ThFe2SiC
5787,0.0,Ba3CaIr2O9
5788,0.0,Dy2MgIn
5789,0.0,Li2Ni3TeO8
5790,0.0,LiAgF3
5791,0.0,VTe2
5792,0.0,ErAl9(Fe2Si3)2
5793,0.0,Ti5Zn4(TeO6)3
5794,0.0,NdZn2Ag
5795,0.0,HoZnRh2
5796,0.0,BaPt5
5797,0.0,Li8PO3
5798,0.0,UGa3Ni
5799,0.0,ZrCd
5800,0.0,Pm2CuGe
5801,0.0,LiMn9Se10
5802,0.0,Pr4Sb3
5803,0.0,Pr9Sb5O5
5804,0.0,Al9Co2
5805,0.0,Ta2TlO6
5807,0.0,LiTaRh2
5808,0.0,Ca11Ga7
5809,0.0,Zn2WN2
5810,0.0,ErTlPd
5811,0.0,RbBr3
5812,0.0,LuAlAg2
5813,0.0,CsNi2F6
5814,0.0,Pm2LiIr
5815,0.0,CrCo2Bi
5816,0.0,DyNiGe2
5817,0.0,CaPb
5818,0.0,PrB2Ru2
5819,0.0,La10Mn9O30
5820,0.0,BaZn(MoO2)4
5821,0.0,BaGe3Pt
5822,0.0,CaGaAu3
5823,0.0,Er5NiPb3
5824,0.0,TaTiFe2
5825,0.0,LiCu2(CO3)2
5826,0.0,TbTe
5827,0.0,Mg32Al36Ag13
5828,0.0,SrLi2Sn
5829,0.0,CaAu5
5830,0.0,U2Cl5O2
5831,0.0,Gd3ReO7
5832,0.0,HoAlB14
5833,0.0,Nb2Cr4Si5
5834,0.0,LaNi12B6
5835,0.0,MgSbPt
5836,0.0,Li3Ti2(PO4)3
5837,0.0,Mg2Zr14O5
5838,0.0,MnGaNi2
5839,0.0,AlNi2S4
5840,0.0,SmInAu
5841,0.0,Li2FeWO6
5842,0.0,Li2Fe3CoO8
5843,0.0,Ca3Zr17O37
5844,0.0,HfAlPd2
5845,0.0,Ce3TaO7
5846,0.0,Li4Ni3BiO8
5847,0.0,KAgO
5848,0.0,Li5Mn6(BO3)6
5849,0.0,Ni4P3O12
5850,0.0,YTi4(CuO4)3
5851,0.0,Cu9S5
5852,0.0,Eu2Ge(BO4)2
5853,0.0,SrN2
5854,0.0,CrFe2Se4
5855,0.0,TiAsRh
5856,0.0,BaCaSn3
5857,0.0,CaCo2Ge2
5858,0.0,KH(CN2)3
5859,0.0,TmMnO3
5860,0.0,PrNiGe2
5861,0.0,Yb2Zn3Ge3
5862,0.0,SmPbAu
5863,0.0,K2RuCl6
5864,0.0,LuSi2Os2
5865,0.0,Yb14Ti10O41
5866,0.0,Ba2CaOsO6
5867,0.0,Cu2PHO5
5868,0.0,ZrSb
5869,0.0,LiCuO2
5870,0.0,Te4MoW3S4
5871,0.0,EuIn2As2
5872,0.0,NiAsO3
5873,0.0,LaMg3
5874,0.0,CePrO2
5875,0.0,LuU2S3O2
5876,0.0,Ti9O8
5877,0.0,LiSiPd2
5878,0.0,LuSi2Ni
5879,0.0,Zr3Al2
5880,0.0,VP4
5881,0.0,Sm2TlZn
5882,0.0,DyAgGe
5883,0.0,MgZn2
5884,0.0,GdSe2
5885,0.0,Li4NbNi3O8
5886,0.0,BiPd
5887,0.0,MnGePd
5888,0.0,ThBi2
5889,0.0,Yb2BaO4
5890,0.0,KBi2
5891,0.0,Ti10O11
5892,0.0,UCr4C4
5893,0.0,Rb6O
5894,0.0,KTi5Se8
5895,0.0,RbIn4
5896,0.0,Rb15Hg16
5897,0.0,CrFe2Sb
5898,0.0,Fe9Co7
5899,0.0,TeWCl9
5900,0.0,LuAu
5901,0.0,CeAl2Pt3
5902,0.0,Ce2S2O
5903,0.0,Yb2SmS4
5904,0.0,MnS
5905,0.0,UGa5Ir
5906,0.0,DyCd2
5907,0.0,ZrGaPt
5908,0.0,CoOF
5909,0.0,Ti2MnFe
5910,0.0,KScO3
