,Eg (eV),Comp
5911,0.0,Er6MnBi2
5912,0.0,YbSnRh
5913,0.0,Ca2MnAlO5
5914,0.0,UGa2
5915,0.0,Li7Ca8Nb12O40
5916,0.0,Li4Mn5Ni3O16
5917,0.0,Rb2CrF6
5918,0.0,BaTl(MoO3)2
5919,0.0,Ta2TiN3
5920,0.0,UB4H16
5921,0.0,FeOF
5922,0.0,Al2Cu
5923,0.0,BaMn4O7
5924,0.0,Y4C7
5925,0.0,NiN
5926,0.0,Li4Mn(WO4)3
5927,0.0,Rb5W18O54
5928,0.0,Er2MnC4
5929,0.0,Mn2GeS4
5930,0.0,NdGaO3
5931,0.0,Zr2Al
5932,0.0,Ca2Sn2F3
5933,0.0,CaNi4O6
5934,0.0,Ca3Au
5935,0.0,EuCl3O12
5936,0.0,Nd2WC2
5937,0.0,Na3UF7
5938,0.0,Tb2In16Pt7
5939,0.0,HfV2Ga4
5940,0.0,TbSe2
5941,0.0,YTi2Ga4
5942,0.0,ReTe2Cl12
5943,0.0,HoGeAu
5944,0.0,Mn3SbO8
5945,0.0,La8Mn7O24
5946,0.0,VNi2
5947,0.0,Ta2PtSe7
5948,0.0,LaBiAu2
5949,0.0,BaTh3
5950,0.0,PrP
5951,0.0,Tm5Ti5O17
5952,0.0,Nd2Ni7P4
5953,0.0,LiY2Ru
5954,0.0,U2AlCo2
5955,0.0,NdIn5Rh
5956,0.0,Li3Co4TeO8
5957,0.0,Li3Mn2(PO4)3
5958,0.0,ThAsSe
5959,0.0,V3CrO10
5960,0.0,YbSmRh2
5961,0.0,RbVP2S7
5962,0.0,Yb2MgSe4
5963,0.0,NdAl7Au3
5964,0.0,Ta4AlC3
5965,0.0,Li3Cu4O4
5966,0.0,NbCl4O2
5967,0.0,TbYHg2
5968,0.0,ZrAlPt
5969,0.0,Sr10Al4Si6O
5970,0.0,Li4Mn5Cu3O16
5971,0.0,EuBi3
5972,0.0,Mn2AlB2
5973,0.0,Li4Co5SbO12
5974,0.0,BaLi4
5975,0.0,CaGe2Rh2
5976,0.0,Ti5B12O26
5977,0.0,TmCo2Si2
5978,0.0,MnSb2O6
5979,0.0,TlCu6S4
5980,0.0,Cu4As2O9
5981,0.0,CuClO2
5982,0.0,U6Co
5983,0.0,Yb4Sb3
5984,0.0,Ti5ZnO7
5985,0.0,LuScRu2
5986,0.0,TlTe
5987,0.0,NaTl
5988,0.0,Li12Fe5O16
5989,0.0,TiHgO3
5990,0.0,TlFeI3
5991,0.0,Li3Mn4(PO4)6
5992,0.0,TbCl
5993,0.0,Nd2ZnGa
5994,0.0,Sr6Nb7O21
5995,0.0,V4ZnO8
5996,0.0,Al6Tc
5997,0.0,Cs2SCl6F
5998,0.0,Ce3NbS3O4
5999,0.0,NbHO3
6000,0.0,YbTbRh2
6001,0.0,EuSeClO3
6002,0.0,EuNiGe3
6003,0.0,Eu2PBr
6004,0.0,CaCdSi
6005,0.0,InHgW2
6006,0.0,Li4Ni2(PO4)3
6007,0.0,SmHoHg2
6008,0.0,PrAl3Ni2
6009,0.0,Bi4I
6010,0.0,HPbI3
6011,0.0,Ti4NiBi2
6012,0.0,Zr2Se
6013,0.0,SnB
6014,0.0,InAg3
6015,0.0,Tm2MgRu
6016,0.0,KLu
6017,0.0,Nb6Co7
6018,0.0,Li2MgHg
6019,0.0,LiFe2(PO4)3
6020,0.0,Cu2OF2
6021,0.0,Tl2Mo7O22
6022,0.0,Li6FeO5F
6023,0.0,YSi2
6024,0.0,SmMg3
6025,0.0,HfTc
6026,0.0,Na2V6O13
6027,0.0,NdNi2Sn2
6028,0.0,Dy2CdPd2
6029,0.0,CeOs2
6030,0.0,ScRh3C
6031,0.0,Re5Ni2As12
6032,0.0,P2H4RhO9
6033,0.0,LiLu2Ga
6034,0.0,ZrTi2O
6035,0.0,MnB2W2
6036,0.0,CeCdAu2
6037,0.0,ZrAlW
6038,0.0,CaIrO3
6039,0.0,CeSi2Au2
6040,0.0,Pr4MgRu
6041,0.0,MnNbO4
6042,0.0,NaCdO3
6043,0.0,ThAl8Fe4
6044,0.0,Lu2TlAg
6045,0.0,PrSbPt
6046,0.0,Mn3Cr3(CoO8)2
6047,0.0,LiScHg2
6048,0.0,Cu3P4O14
6049,0.0,Ni2Mo4C
6050,0.0,SmNiAs
6051,0.0,Pm2NiRh
6052,0.0,Sr2YBi2O7
6053,0.0,La16Mn15O48
6054,0.0,CrCoGe
6055,0.0,NaCeS2
6056,0.0,YSiNi
6057,0.0,ZrPd2
6058,0.0,GeW6O18
6059,0.0,NdBRh3
6060,0.0,Ta4N5
6061,0.0,Li4Co3CuO8
6062,0.0,Mg5Tl2
6063,0.0,LaGa3Pd2
6064,0.0,Co7Re17O48
6065,0.0,Sm3Sc
6066,0.0,Al7C3N3
6067,0.0,NdScGe
6068,0.0,Mg3Ru2
6069,0.0,GdZnIn
6070,0.0,Mg2V9O13
6071,0.0,TiBr2
6072,0.0,CuMoO4
6073,0.0,Li4Ti5Cr3O16
6074,0.0,CaIn2Ir
6075,0.0,HfC
6076,0.0,YbSi2Rh2
6077,0.0,BaAg2
6078,0.0,Pr5Si4
6079,0.0,Zr5SiSb3
6080,0.0,CsTiF4
6081,0.0,ScCoGe2
6082,0.0,Mg3Tl
6083,0.0,ErHg2
6084,0.0,LiMnCoO4
6085,0.0,Er3Al3NiGe2
6086,0.0,HfCu2P2
6087,0.0,LiMn4O8
6088,0.0,Hg3As
6089,0.0,YbAg2
6090,0.0,ZrB2
6091,0.0,PrZn
6092,0.0,YbNdAg2
6093,0.0,YbZnPt
6094,0.0,Tm2Ga10Os3
6095,0.0,CeMn2Si2
6096,0.0,LiGaPd2
6097,0.0,YbIn4Rh
6098,0.0,YbBaSn3
6099,0.0,Re2W3C
6100,0.0,Li8IrO6
6101,0.0,TiReN3
6102,0.0,SrZr2Nb
6103,0.0,Tl9SbSe6
6104,0.0,Ti20Sb9Se3
6105,0.0,Mn5As4
6106,0.0,EuTiClO3
6107,0.0,Dy7In(CoGe3)4
6108,0.0,Te2Mo3Se4
6109,0.0,CeSiI
6110,0.0,SmSiCu
6111,0.0,K8N3O
6112,0.0,La3Re2O10
6113,0.0,Sb2I2F11
6114,0.0,Tb2Li6O7
6115,0.0,BaSn3
6116,0.0,Y3Fe62B14
6117,0.0,Eu2C(NO)2
6118,0.0,KBiO3
6119,0.0,Tb11S16
6120,0.0,HoTh3
6121,0.0,Tm4In(NiGe2)2
6122,0.0,SrIn2
6123,0.0,Ca3TlN
6124,0.0,RbBi2
6125,0.0,Mg5As
6126,0.0,ZnCo2O4
6127,0.0,Rb2Mo9Se10
6128,0.0,MgNiSb
6129,0.0,Lu2InHg
6130,0.0,Ca5Sn4S13
6131,0.0,KC60
6132,0.0,TiMn2Al
6133,0.0,SrUS2
6134,0.0,LuIr
6135,0.0,EuAlO3
6136,0.0,Sr2HoRuO6
6137,0.0,TlMo3Se3
6138,0.0,SiW3
6139,0.0,LaSn3Ru
6140,0.0,MgTi4O6
6141,0.0,LiIn2Rh
6142,0.0,TiC
6143,0.0,Er2SnAu2
6144,0.0,EuRhO3
6145,0.0,Li3Co2(GeO4)3
6146,0.0,NdCrGe3
6147,0.0,Fe6W6C
6148,0.0,SrCdSi
6149,0.0,MgPb3
6150,0.0,CuPO4F
6151,0.0,UCuP2
6152,0.0,Li2NdAs2
6153,0.0,Lu2CdIn
6154,0.0,HfInCu2
6155,0.0,Eu3BWO9
6156,0.0,Li2SnIr
6157,0.0,DyCo2Ge2
6158,0.0,PrB4
6159,0.0,AsPd3Pb2
6160,0.0,Zr3Ag
6161,0.0,ZrTe
6162,0.0,RbB5(H2O3)4
6163,0.0,Be22Re
6164,0.0,Li4Mn3Cr3O12
6165,0.0,V3SiNi2
6166,0.0,U2SnRh2
6167,0.0,Hf2Ni
6168,0.0,Mo5As4
6169,0.0,V3Re
6170,0.0,Yb2Ge2Ir
6171,0.0,TbBaMn2O6
6172,0.0,Cu2Hg2SF6
6173,0.0,UNiSn
6174,0.0,U2TeN2
6175,0.0,KCo2Se2
6176,0.0,KCoO2
6177,0.0,Na2UI6
6178,0.0,TbCo2
6179,0.0,Te4Mo(WS)2
6180,0.0,Mn2P
6181,0.0,YbMn2O5
6182,0.0,YbIr2
6183,0.0,CeH3O3
6184,0.0,PrErIn2
6185,0.0,YAl8Cu4
6186,0.0,Al2FeNi
6187,0.0,Tl3Si
6188,0.0,Na8Cu5O10
6189,0.0,Yb8Ge3Sb5
6190,0.0,K3Sn
6191,0.0,Li2V3CrO8
6192,0.0,Li3MnAs2
6193,0.0,Fe3Si
6194,0.0,Lu4C7
6195,0.0,MnSbRh2
6196,0.0,ZrInPd2
6197,0.0,Ba2BiSbO6
6198,0.0,ScTiO3
6199,0.0,ErB2Ir3
6200,0.0,Cu4H10SO12
6201,0.0,LaCdAu
6202,0.0,CuF
6203,0.0,CeMgPt
6204,0.0,PmGaAu2
6205,0.0,TmAl4Ni
6206,0.0,Li4Co2Ni3O10
6207,0.0,Zr3NiO
6208,0.0,TmU2S3O2
6209,0.0,CrH9(CN2)3
6210,0.0,Li15Fe4O16
6211,0.0,Li15Mn2O12
6212,0.0,Mo2NCl8
6213,0.0,Pd2N
6214,0.0,PrBPt4
6215,0.0,Li2TlAg
6216,0.0,Ce4Si3Rh4
6217,0.0,YSi2Rh2
6218,0.0,Ca2CuWO6
6219,0.0,Mn2Nb
6220,0.0,Ga8Cu3Mo2
6221,0.0,Ni7P8O28
6222,0.0,MgRh2Pb
6223,0.0,MgCuBi
6224,0.0,HoSi2Pd2
6225,0.0,SrSiPd
6226,0.0,Ba2CoWO6
6227,0.0,Lu3TlC
6228,0.0,LaGeI
6229,0.0,Li3CrO4
6230,0.0,LiZrRh2
6231,0.0,HoSiRu2C
6232,0.0,Li4TiCr3O8
6233,0.0,Ba2CuWO6
6234,0.0,LaRe2Ag
6235,0.0,MnFeCoGe
6236,0.0,AlNi20B14
6237,0.0,TaAs
6238,0.0,Ca2Os2O7
6239,0.0,TmMnGe
6240,0.0,LiMn2(PO4)2
6241,0.0,Mn3NbO8
6242,0.0,Ba5Bi3
6243,0.0,Ti3Be
6244,0.0,DyBPd3
6245,0.0,Tm2CdHg
6246,0.0,SnAs3
6247,0.0,ThS
6248,0.0,MgPt5
6249,0.0,SrIn2Ir
6250,0.0,V2GaSn2
6251,0.0,Li5Cr2Ni5O12
6252,0.0,Ba4Sm2Cu2O9
6253,0.0,K3V
6254,0.0,NdTlPd
6256,0.0,Ba14Pd3Ir8O33
6257,0.0,LiGaPt2
6258,0.0,Ca2Ti9O13
6259,0.0,EuSn3
6260,0.0,TlCoMo2
6261,0.0,TbNi5
6262,0.0,Bi2Pd3S2
6263,0.0,Yb2Sn
6264,0.0,EuF3
6265,0.0,Rb3Tm
6266,0.0,EuTiO3
6267,0.0,ErFeC2
6268,0.0,MnAs
6269,0.0,Li4CrO5
6270,0.0,Ho2B4C
6271,0.0,Cs2NaMgF6
6272,0.0,Ho10Si17
6273,0.0,ThCrB4
6274,0.0,TbIn2Ni
6275,0.0,Li3FeNi3O8
6276,0.0,VPO4
6277,0.0,TmH2
6278,0.0,U2Cu2As3O
6279,0.0,BaAg
6280,0.0,Y2U3O11
6281,0.0,Nd3AlC
6282,0.0,AlB2
6283,0.0,Sm2Tl
6284,0.0,Ce5Ge3
6285,0.0,Pr2InGe2
6286,0.0,LiPr2Ru
6287,0.0,NbCrN
6288,0.0,V3Ag
6289,0.0,ScBe5
6290,0.0,TbGe2Rh2
6291,0.0,HoMn12
6292,0.0,Sc3Fe2Si3
6293,0.0,MnInCu2
6294,0.0,CePd5
6295,0.0,La2PI2
6296,0.0,LuAg2
6297,0.0,AgPt3
6298,0.0,Ag2BiO3
6299,0.0,ScZnNi2
6300,0.0,TaInNi
6301,0.0,NiGe
6302,0.0,YbGa2Pd
6303,0.0,Eu3Sn
6304,0.0,HoZnRh
6305,0.0,La2Ge5Rh3
6306,0.0,YbMgPd
6307,0.0,LaGa
6308,0.0,ScCdHg2
6309,0.0,Ta5N6
6310,0.0,Li2Lu3Ge3
6311,0.0,U3Cu2Se7
6312,0.0,TmMgCd2
6313,0.0,YbLiPb
6314,0.0,Yb2KF7
6315,0.0,Li2V2F7
6316,0.0,Li3Mn(CuO3)2
6317,0.0,MgRhF6
6318,0.0,YbAl4Mo2
6319,0.0,K2NbO6
6320,0.0,Cu11Sb4S13
6321,0.0,Dy2Ge3Pt9
6322,0.0,Li2V3FeO8
6323,0.0,HoTlPd
6324,0.0,CeAl3Ni2
6325,0.0,MnSiNi2
6326,0.0,LiGeRh2
6327,0.0,Li2MnNi3O8
6328,0.0,K3Fe2S4
6329,0.0,Mn2OF3
6330,0.0,GdSb
6331,0.0,Gd3S4
6332,0.0,In3Bi7(Pb2S9)2
6333,0.0,LiInAg2
6334,0.0,Lu2FeS4
6335,0.0,Li2PrIn
6336,0.0,KAg2
6337,0.0,CuIr2S4
6338,0.0,BaAs2Rh2
6339,0.0,EuCaO2
6340,0.0,NdAs2Pd2
6341,0.0,Bi2P3O12
6342,0.0,SrCe2Se4
6343,0.0,TlZn2Tc
6344,0.0,Sc14Cu14O37
6345,0.0,Co2Ge
6346,0.0,Li3Fe(SbO3)4
6347,0.0,ZrIr2
6348,0.0,ScCoO3
6349,0.0,Tm2MgTl
6350,0.0,Nb5Ga4
6351,0.0,Tb2Sb5
6352,0.0,Lu2AlTc
6353,0.0,CeZnPO
Ag2.7Ba6Sn4.3S16,1.48,
Ag2GeSe3,0.9,
Ag2GeTe3,0.16,
Ag2O,1.53,
Ag2S,1.03,
Ag2SnS3,1.35,
Ag2SnSe3,0.78,
Ag3AsS3,2.07,
Ag3AsSe3,2.09,
Ag3SbS3,2.05,
AgAlTe2,1.85,
AgAsS2,2.2,
AgFeTe2,0.37,
AgGaS2,2.66,
AgGaSe2,1.67,
AgI,2.93,
AgInS2,1.93,
AgInSe2,1.18,
AgInTe2,0.94,
AgN3,3.67,
AgS,1.14,
AgSbS2,1.92,
AgSbSe2,0.69,
AgSbTe2,0.48,
AgTe,0.79,
Al2Se3,3.12,
Al2Te3,2.35,
AlB12,2.14,
AlN,6.1,
AlP,2.8,
AlSb,1.65,
As2S3,2.42,
As2Se3,1.79,
As2Te3,1.67,
AsI3,2.43,
B2O3,4.89,
BAs,1.46,
BaB2O4,6.44,
BaF2,9.14,
BaGa2GeS6,3.24,
BaGa2GeSe6,2.52,
BaGa2SnSe6,1.78,
BaS,3.89,
BaSe,3.63,
BaTiO3,3.06,
Bi12SiO20,3.22,
Bi2O3,2.86,
Bi2S3,1.32,
Bi2Se3,0.38,
Bi2Te2.1Se0.9,0.3,
Bi2Te2.4Se0.6,0.26,
Bi2Te2.7Se0.3,0.2,
Bi2Te2.97Se0.03,0.16,
BiI3,1.93,
BiOI,2.0,
BiSBr,1.9,
BiSCl,1.91,
BiSI,1.59,
BiSeBr,1.67,
BiSeI,1.3,
Ca3B2N4,4.0,
CaF2,9.96,
CaO,7.0,
CaS,5.59,
CaSe,4.94,
CaTe,4.19,
Cd3As2,0.27,
Cd3P2,0.56,
Cd4As2Br3,1.86,
Cd4As2I3,2.09,
Cd4P2Cl3,2.2,
CdAs2,1.07,
CdCl2,5.75,
CdGa2S4,3.42,
CdGa2Se4,2.38,
CdGeAs2,0.66,
CdGeP2,1.73,
CdIn2S4,2.36,
CdIn2Se4,1.61,
CdIn2Te4,1.18,
CdP2,2.1,
CdP4,1.0,
CdS,2.54,
CdSb,0.5,
CdSe,1.86,
CdSiAs2,1.52,
CdSiP2,2.15,
CdSnAs2,0.36,
CdSnP2,1.31,
CdTe,1.55,
CdTeO3,3.73,
Ce2Te3,1.31,
CoSb2,0.18,
CoSb3,0.5,
CoSbS,0.3,
Cr2S3,1.0,
CrSb2,0.15,
Cs3Bi,0.62,
Cs3Bi2I9,1.85,
Cs4Cu3Bi9S17,0.75,
CsAsSe2,1.93,
CsBiS2,1.42,
CsBr,6.99,
CsCaBO3,4.07,
CsCl,7.95,
CsErZnSe3,2.6,
CsI,6.36,
CsInGeS4,2.25,
CsLaHgSe3,2.48,
CsLuCoS3,1.34,
CsSb,0.7,
CsSmCdSe3,2.46,
CsSmZnSe3,2.53,
CsYCdSe3,2.56,
CsYZnSe3,2.35,
CsYbMnSe3,1.6,
CsYbZnSe3,2.04,
Cu0.05Ga1.95S2.95,2.67,
Cu0.1Ga1.9S2.9,2.62,
Cu0.2Ga1.8S2.8,2.68,
Cu0.35Ga1.65S2.65,2.55,
Cu0.3Ga1.7S2.7,2.58,
Cu0.4Ga1.6S2.6,2.48,
Cu0.5Ga1.5S2.5,2.45,
Cu2CdSnS4,1.38,
Cu2Ga4Te7,1.13,
Cu2GeSe3,0.98,
Cu2O,2.61,
Cu2Se,1.28,
Cu2SnSe3,0.76,
Cu2Ta4O11,2.65,
Cu2Te,1.07,
Cu2ZnSiS4,3.15,
Cu3AsS4,1.36,
Cu3AsSe4,0.76,
Cu3SbS4,0.85,
Cu3SbSe4,0.36,
CuAlSe2,2.6,
CuBr,3.0,
CuCl,3.26,
CuFeS2,0.49,
CuFeSe2,0.16,
CuGa3Se5,1.82,
CuGaS2,2.44,
CuGaSe2,1.61,
CuGaTe2,1.09,
CuI,3.03,
CuIn3Te5,1.1,
CuInS2,1.54,
CuInSe2,0.95,
CuInTe2,0.92,
CuP2,1.45,
CuSbS2,1.39,
Dy2S3,2.96,
DyN,2.35,
Er2Mo3O12,1.0,
ErN,2.7,
EuO,1.12,
EuS,1.66,
EuTe,2.01,
EuVO4,3.35,
Fe2Te3,0.47,
FeAsS,0.23,
FeSi2,0.92,
Ga2GeTe3,0.84,
Ga2O3,4.47,
Ga2S3,2.83,
Ga2Se3,2.07,
Ga2Te3,1.4,
Ga2Te3O9,4.14,
GaAs,1.48,
GaN,3.44,
GaP,2.76,
GaS,2.59,
GaSb,0.78,
GaSe,2.08,
GaTe,1.67,
Gd2Mo3O12,4.12,
GeAs,1.37,
GeAs2,1.05,
GeO2,5.58,
GeS,1.69,
GeS2,3.57,
GeSe,1.18,
GeSe2,2.38,
GeSe2O6,5.29,
H6PtI6O20,2.26,
HfS3,2.92,
Hg0.01Zn0.99Te,2.24,
Hg0.06Zn0.94Te,2.08,
Hg0.14Zn0.86Te,1.69,
Hg0.1Zn0.9Te,1.78,
Hg0.25Zn0.75Te,1.31,
Hg0.2Zn0.8Te,1.43,
Hg0.77Cd0.23Te,0.16,
Hg0.7Cd0.3Te,0.31,
Hg0.8Cd0.2Se,1.12,
Hg0.8Zn0.2Te,0.08,
Hg0.9Cd0.1Se,1.37,
Hg2Cl2,3.38,
Hg6.5As4CdCl6,1.96,
Hg6As4CdBr6,1.92,
HgGa2S4,2.82,
HgIn2Te4,1.09,
HgO,2.34,
HgSe,0.24,
HgTe,0.17,
Ho2Mo3O12,1.38,
HoN,1.86,
In0.5Al0.5P,2.35,
In2GeTe3,0.69,
In2Se,0.72,
In2Se3,1.2,
In4Se3,0.64,
In4Te3,0.51,
In6S7,0.85,
In6Se7,0.64,
InAs,0.4,
InN,2.13,
InP,1.37,
InP2S4,2.58,
InS,2.01,
InSb,0.22,
InSe,1.25,
IrP2,1.05,
IrSe2,0.95,
K10Co4Sn4S17,1.56,
K10Zn4Sn4S17,3.15,
K2Bi8Se13,0.53,
K2CsSb,1.1,
K2Hg3Ge2S8,2.67,
K2Hg3Sn2S8,2.45,
K2ZnSn3S8,2.33,
K4Nb2S11,2.24,
K8Zr6Se30,1.86,
KAsSe2,1.62,
KBiS2,0.89,
KBiSe2,0.66,
KCu2SbS3,1.62,
KH2PO4,6.98,
KH3Se2O6,4.94,
KI,6.13,
KIO3,3.86,
KSb5S8,1.74,
KSbS2,1.69,
KSbSe2,1.47,
KTiPO5,3.67,
La2MnNiO6,1.3,
La2MoO5,0.74,
La2Se3,1.77,
LaCuOS,3.12,
Li0.2Na0.8AsSe2,1.64,
LiAlB14,1.94,
LiAsSe2,1.24,
LiB3O5,7.84,
LiBiS2,0.16,
LiBr,7.72,
LiGaS2,3.84,
LiGaSe2,3.35,
LiI,5.84,
LiIO3,4.19,
LiInS2,3.57,
LiNbO3,4.07,
LiZnN,1.94,
Mg2Pb,0.1,
Mg2Sn,0.27,
Mg3As2,2.45,
Mg3Sb2,0.81,
MgGeN2,4.3,
MgO,7.74,
MgSe,5.74,
Mn11Si19,0.74,
Mn15Si26,0.7,
MnI2,4.22,
MnTe,1.3,
MoO3,3.66,
MoTe2,1.13,
NH6PO4,6.8,
Na2CdGe2S6,2.89,
Na2Ga2SnS6,2.24,
Na2KSb,1.05,
Na2TeSe3,1.91,
Na2ZnGe2S6,3.14,
Na3Sb,1.09,
NaAsS2,2.28,
NaAsSe2,1.6,
NaBiS2,0.41,
NaBiSe2,0.32,
NaBr,7.26,
NaCl,8.5,
NaI,6.07,
NaNO2,3.06,
NaNbSe2O7,3.72,
NaSbP2S6,2.21,
NaSbS2,1.64,
NaSbSe2,1.39,
Nd2Se3,1.72,
NiP2,0.51,
OsAs2,0.91,
OsP2,1.16,
OsP4,0.5,
OsSb2,0.24,
Pb0.01Sn0.99Te,0.28,
Pb0.85Sn0.15Se,0.14,
Pb0.85Sn0.15Te,0.15,
Pb0.8Sn0.2Se,0.07,
Pb0.8Sn0.2Te,0.1,
Pb0.92Sn0.08Te,0.15,
Pb0.94Se0.94Sn0.06Se0.06,0.2,
Pb0.94Sn0.06Se,0.18,
Pb0.95Se0.95Sn0.05Se0.05,0.2,
Pb0.97Se0.97Sn0.03Se0.03,0.25,
Pb0.97Sn0.03Te,0.26,
Pb0.999Se0.999Sn0.001Se0.001,0.28,
Pb0.999Sn0.001Te,0.24,
Pb0.99Sn0.01Se,0.2,
Pb0.9Sn0.1Se,0.12,
PbBiO2Br,2.38,
PbBr2,3.31,
PbCdP4O12,4.86,
PbCl2,3.95,
PbI2,2.54,
PbN6,3.0,
PbO2,1.61,
PbS,0.36,
PbSe,0.24,
PbSnS3,0.98,
PbTe,0.28,
PdPS,1.39,
Pr2S3,2.64,
Pr2Se3,1.85,
Pr2Te3,1.32,
PrF3,5.6,
PrTe2,1.16,
PtAs2,0.62,
PtP2,0.7,
PtS,0.61,
PtSb2,0.12,
Rb3Bi2I9,2.0,
RbBi3Se5,0.57,
RbBiS2,1.27,
RbBiSe2,0.85,
RbBr,7.45,
RbCl,8.28,
RbI,6.18,
RbSbS2,2.06,
ReS2,1.14,
ReSe2,1.07,
ReSi2,0.15,
Ru2Ge3,0.43,
Ru2Si3,0.57,
RuP2,0.9,
RuP4,0.51,
Sb2O3,3.26,
Sb2S3,1.71,
Sb2Se3,1.16,
Sb2Te3,0.26,
SbI3,2.35,
SbSBr,2.2,
SbSI,1.92,
SbSeBr,1.86,
SbSeI,1.72,
SbTeI,1.27,
Sc2O3,6.1,
Si2Te3,2.09,
SiAs,1.5,
SiSe2,1.73,
SiTe2,2.02,
Sm2S3,2.98,
SmTe,0.38,
Sn2BiS2I3,1.06,
Sn2S,0.9,
SnBr2,3.45,
SnGe,0.6,
SnS,1.2,
SnS0.01Se0.99,0.92,
SnS0.25Se0.75,0.96,
SnS0.4Se0.6,1.0,
SnS0.8Se0.2,1.05,
SnS0.99Se0.01,1.1,
SnSe,0.99,
SnTe,0.33,
SrO,5.74,
SrS,4.78,
SrTe,3.75,
SrTiO3,3.41,
SrZrS3,0.9,
TaGaS2,2.74,
TaGaSe2,2.06,
TaON,2.6,
Tb2Mo3O12,1.5,
TeSe3,1.64,
ThO2,3.4,
Tl2GeTe3,0.36,
Tl2Te3,0.52,
Tl2TeI6,1.48,
Tl3TaS4,2.44,
Tl3VS4,1.81,
TlAsS2,2.18,
TlAsSe2,1.38,
TlBr,2.99,
TlCl,3.42,
TlInS2,2.32,
TlInSe2,1.21,
TlInTe2,0.67,
TlPS2,1.65,
TlPSe2,0.55,
TlS,1.37,
TlSbS2,1.69,
TlSe,0.76,
V2O5,2.39,
VO2,0.47,
WO3,2.8,
WSe2,1.46,
YNiSb,0.24,
YbS,1.14,
Zn0.01Cd0.99Se,2.45,
Zn0.15Cd0.85Se,2.55,
Zn0.43Cd0.57Se,2.85,
Zn0.4Hg0.6Se,0.46,
Zn0.55S0.55Ga0.45P0.45,2.35,
Zn0.5Cd0.5Se,2.95,
Zn0.5Hg0.5Se,0.68,
Zn0.75Cd0.25Se,3.25,
Zn0.7S0.7Ga0.3P0.3,2.45,
Zn0.85S0.85Ga0.15P0.15,2.65,
Zn0.95S0.95Ga0.05P0.05,2.85,
Zn0.99Cd0.01Se,3.65,
Zn2In2S5,2.7,
Zn3As2,0.95,
Zn3In2S6,2.92,
Zn3P2,1.17,
Zn3Sb2,0.18,
Zn4Sb3,1.1,
ZnAs2,1.03,
ZnGeAs2,1.1,
ZnGeN2,3.05,
ZnGeP2,2.16,
ZnIn2S4,2.75,
ZnIn2Se4,1.96,
ZnIn2Te4,1.87,
ZnO,3.4,
ZnS,3.7,
ZnSb,1.08,
ZnSe,2.77,
ZnSnAs2,0.7,
ZnSnP2,1.63,
ZnSnSb2,0.35,
ZnTe,2.29,
ZrS3,2.22,
ZrSe3,1.45,
